record,bullied_in_school,bullied_not_school,cyber_bullied,custom_age,sex,physically_attacked,physical_fighting,felt_lonely,close_friends,missed_school,other_students_kind_and_helpful,parents_understand_problems,most_of_the_time_or_always_felt_lonely,missed_classes
17889,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Rarely,No,No
37400,Yes,No,No,15 years old,Female,0 times,0 times,Never,0,10 or more days,Sometimes,Most of the time,No,Yes
8869,No,No,No,14 years old,Female,0 times,0 times,Most of the time,0,0 days,Rarely,Never,Yes,No
5650,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,3 to 5 days,Rarely,Rarely,No,Yes
35468,No,Yes,No,16 years old,Male,1 time,0 times,Never,3 or more,0 days,Most of the time,Sometimes,No,No
20266,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Most of the time,No,No
38511,No,No,No,18 years old or older,Female,0 times,1 time,Rarely,3 or more,0 days,Sometimes,Sometimes,No,No
51044,No,No,No,17 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No
2092,Yes,Yes,Yes,16 years old,Female,2 or 3 times,6 or 7 times,Most of the time,3 or more,6 to 9 days,Never,Always,Yes,Yes
45255,No,Yes,No,14 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Most of the time,Rarely,Yes,No
52459,No,No,No,16 years old,Male,0 times,0 times,Sometimes,2,0 days,Always,Always,No,No
5965,No,No,No,14 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Rarely,No,No
29805,No,Yes,No,16 years old,Male,1 time,0 times,Always,3 or more,0 days,Rarely,Rarely,Yes,No
4132,No,No,No,15 years old,Female,0 times,0 times,Most of the time,2,0 days,Sometimes,Sometimes,Yes,No
13296,No,No,No,15 years old,Male,0 times,1 time,Never,2,1 or 2 days,Always,Rarely,No,Yes
5274,No,Yes,Yes,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Most of the time,No,No
41246,Yes,Yes,No,13 years old,Female,12 or more times,6 or 7 times,Always,0,0 days,Rarely,Never,Yes,No
27392,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Rarely,No,No
47276,No,No,No,16 years old,Male,1 time,0 times,Always,3 or more,0 days,Most of the time,Sometimes,Yes,No
17019,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Sometimes,No,No
7311,No,No,Yes,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Most of the time,No,No
355,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,6 to 9 days,Most of the time,Most of the time,No,Yes
16131,No,No,No,13 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Never,No,No
4250,No,No,No,13 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Always,Always,No,No
42903,No,No,No,15 years old,Male,1 time,2 or 3 times,Never,3 or more,0 days,Sometimes,Sometimes,No,No
53356,No,No,No,16 years old,Female,0 times,0 times,Rarely,2,0 days,Most of the time,Most of the time,No,No
48893,No,No,No,14 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No
13198,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Never,No,No
29399,Yes,No,No,13 years old,Female,0 times,0 times,Never,1,3 to 5 days,Never,Never,No,Yes
33566,No,No,No,17 years old,Female,1 time,1 time,Most of the time,3 or more,1 or 2 days,Most of the time,Rarely,Yes,Yes
28257,Yes,Yes,Yes,13 years old,Male,1 time,1 time,Most of the time,2,0 days,Never,Never,Yes,No
50880,No,No,No,17 years old,Male,0 times,0 times,Sometimes,3 or more,1 or 2 days,Sometimes,Rarely,No,Yes
797,No,Yes,Yes,15 years old,Male,0 times,2 or 3 times,Sometimes,3 or more,1 or 2 days,Rarely,Rarely,No,Yes
7502,No,No,No,16 years old,Male,1 time,1 time,Never,3 or more,1 or 2 days,Sometimes,Rarely,No,Yes
53606,No,No,No,16 years old,Male,1 time,1 time,Never,3 or more,1 or 2 days,Always,Always,No,Yes
11240,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No
35398,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No
28807,Yes,Yes,No,16 years old,Male,0 times,12 or more times,Always,3 or more,0 days,Always,Never,Yes,No
12678,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Most of the time,Never,No,Yes
46072,No,Yes,No,16 years old,Female,1 time,4 or 5 times,Sometimes,3 or more,0 days,Rarely,Never,No,No
45180,No,No,No,13 years old,Female,0 times,0 times,Sometimes,2,0 days,Most of the time,Rarely,No,No
24580,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Sometimes,No,No
37672,No,Yes,No,17 years old,Male,0 times,1 time,Most of the time,3 or more,0 days,Sometimes,Never,Yes,No
26177,Yes,Yes,No,16 years old,Female,0 times,0 times,Sometimes,2,0 days,Never,Most of the time,No,No
9416,No,No,No,13 years old,Male,8 or 9 times,0 times,Never,3 or more,0 days,Always,Most of the time,No,No
22186,No,No,No,13 years old,Female,0 times,0 times,Most of the time,0,0 days,Rarely,Sometimes,Yes,No
12416,No,No,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Rarely,Sometimes,No,No
6706,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Sometimes,No,No
43027,No,No,Yes,17 years old,Female,0 times,0 times,Sometimes,2,0 days,Rarely,Most of the time,No,No
31315,Yes,No,No,13 years old,Female,1 time,1 time,Rarely,2,0 days,Rarely,Never,No,No
14156,No,No,No,15 years old,Female,0 times,0 times,Most of the time,2,3 to 5 days,Sometimes,Never,Yes,Yes
20545,No,No,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Rarely,No,No
50779,No,No,No,13 years old,Male,2 or 3 times,0 times,Rarely,3 or more,0 days,Rarely,Rarely,No,No
40907,No,No,No,16 years old,Female,0 times,1 time,Sometimes,3 or more,1 or 2 days,Sometimes,Rarely,No,Yes
35938,No,No,No,16 years old,Male,0 times,2 or 3 times,Never,3 or more,0 days,Most of the time,Always,No,No
17725,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No
47870,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Most of the time,No,No
39010,No,No,No,14 years old,Male,0 times,1 time,Rarely,3 or more,0 days,Always,Rarely,No,No
14012,No,No,No,15 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Sometimes,No,No
55924,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Never,No,No
54123,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No
53536,No,Yes,No,15 years old,Male,0 times,0 times,Most of the time,3 or more,1 or 2 days,Never,Never,Yes,Yes
47801,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,6 to 9 days,Never,Never,No,Yes
32919,No,No,Yes,18 years old or older,Male,0 times,0 times,Most of the time,3 or more,0 days,Most of the time,Never,Yes,No
34428,No,No,No,13 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No
6622,No,No,No,14 years old,Female,0 times,0 times,Rarely,2,0 days,Always,Always,No,No
50539,Yes,No,Yes,14 years old,Female,0 times,2 or 3 times,Sometimes,2,0 days,Never,Sometimes,No,No
22017,No,No,No,17 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Rarely,No,No
19585,Yes,No,No,17 years old,Female,0 times,0 times,Sometimes,0,0 days,Always,Never,No,No
9905,Yes,Yes,Yes,16 years old,Male,1 time,1 time,Sometimes,3 or more,0 days,Most of the time,Most of the time,No,No
7737,Yes,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Never,No,No
9716,No,Yes,Yes,16 years old,Female,1 time,0 times,Most of the time,2,1 or 2 days,Sometimes,Never,Yes,Yes
42712,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Sometimes,No,No
46426,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No
10042,No,No,No,14 years old,Male,1 time,0 times,Never,3 or more,0 days,Most of the time,Rarely,No,No
53719,Yes,No,No,13 years old,Male,1 time,12 or more times,Always,0,10 or more days,Never,Never,Yes,Yes
32044,No,No,No,15 years old,Female,0 times,2 or 3 times,Sometimes,0,6 to 9 days,Always,Most of the time,No,Yes
2546,No,No,No,16 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Most of the time,Never,Yes,No
19534,No,No,No,15 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Sometimes,Sometimes,No,Yes
50772,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No
2374,No,No,No,16 years old,Female,0 times,0 times,Most of the time,1,0 days,Never,Always,Yes,No
17706,Yes,Yes,Yes,15 years old,Female,1 time,0 times,Rarely,3 or more,6 to 9 days,Most of the time,Most of the time,No,Yes
43778,No,No,No,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Rarely,No,No
26385,No,No,Yes,16 years old,Female,0 times,0 times,Most of the time,1,1 or 2 days,Most of the time,Most of the time,Yes,Yes
10629,No,Yes,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Never,No,No
27556,No,No,No,14 years old,Male,1 time,0 times,Rarely,3 or more,0 days,Rarely,Never,No,No
15034,No,No,No,16 years old,Male,0 times,1 time,Never,3 or more,1 or 2 days,Always,Rarely,No,Yes
6663,No,Yes,No,15 years old,Male,0 times,0 times,Most of the time,2,0 days,Rarely,Rarely,Yes,No
48410,No,No,No,13 years old,Male,1 time,1 time,Never,3 or more,3 to 5 days,Sometimes,Most of the time,No,Yes
54549,No,Yes,No,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Never,No,No
11525,No,No,No,16 years old,Male,0 times,0 times,Sometimes,3 or more,1 or 2 days,Sometimes,Sometimes,No,Yes
13031,No,No,Yes,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Most of the time,No,No
33028,No,No,No,17 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Always,Most of the time,No,No
31662,No,No,No,15 years old,Male,4 or 5 times,4 or 5 times,Rarely,3 or more,0 days,Most of the time,Never,No,No
55660,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Never,No,No
41649,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,10 or more days,Rarely,Never,No,Yes
1865,No,No,No,14 years old,Male,0 times,0 times,Rarely,3 or more,1 or 2 days,Sometimes,Sometimes,No,Yes
41501,No,No,No,16 years old,Female,0 times,0 times,Never,2,0 days,Sometimes,Always,No,No
19095,No,No,No,17 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Always,Rarely,No,No
3751,No,No,No,15 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Most of the time,Sometimes,No,Yes
24132,Yes,No,Yes,15 years old,Female,0 times,1 time,Most of the time,3 or more,0 days,Sometimes,Rarely,Yes,No
40669,Yes,Yes,Yes,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Always,Always,No,No
47898,No,No,No,13 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Rarely,No,No
40536,No,No,No,15 years old,Female,0 times,0 times,Sometimes,2,3 to 5 days,Sometimes,Sometimes,No,Yes
9438,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Never,Never,No,No
46933,Yes,Yes,No,17 years old,Female,0 times,0 times,Sometimes,2,6 to 9 days,Sometimes,Most of the time,No,Yes
15751,No,No,No,14 years old,Female,0 times,1 time,Rarely,3 or more,0 days,Rarely,Never,No,No
22581,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Most of the time,No,No
18382,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No
55010,No,No,No,14 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Sometimes,No,No
55811,No,No,No,13 years old,Female,0 times,0 times,Never,1,0 days,Sometimes,Sometimes,No,No
16503,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No
17051,No,No,No,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Most of the time,No,No
37501,No,No,No,16 years old,Male,0 times,12 or more times,Never,2,3 to 5 days,Sometimes,Rarely,No,Yes
28892,No,No,No,15 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Rarely,Always,No,No
11101,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Always,No,No
37580,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Most of the time,No,No
10092,No,No,No,17 years old,Female,0 times,0 times,Sometimes,2,0 days,Most of the time,Never,No,No
530,Yes,Yes,Yes,14 years old,Female,0 times,2 or 3 times,Most of the time,3 or more,1 or 2 days,Rarely,Never,Yes,Yes
38795,No,No,No,17 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Most of the time,No,No
6680,No,Yes,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,6 to 9 days,Sometimes,Rarely,No,Yes
6331,No,No,No,17 years old,Male,0 times,0 times,Sometimes,3 or more,1 or 2 days,Sometimes,Never,No,Yes
34525,Yes,Yes,No,13 years old,Male,4 or 5 times,1 time,Rarely,2,0 days,Sometimes,Most of the time,No,No
19712,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Most of the time,No,No
2373,No,No,No,17 years old,Female,0 times,0 times,Sometimes,2,0 days,Sometimes,Most of the time,No,No
18034,No,No,Yes,15 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Sometimes,Never,No,Yes
5304,No,No,No,14 years old,Male,0 times,0 times,Sometimes,3 or more,6 to 9 days,Most of the time,Most of the time,No,Yes
7065,Yes,Yes,No,17 years old,Female,0 times,0 times,Sometimes,0,0 days,Most of the time,Rarely,No,No
28177,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Rarely,Always,No,No
46883,Yes,Yes,No,13 years old,Male,1 time,0 times,Sometimes,2,0 days,Rarely,Never,No,No
45437,Yes,No,No,13 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Rarely,No,No
45938,Yes,No,No,14 years old,Male,4 or 5 times,0 times,Rarely,2,0 days,Never,Rarely,No,No
45912,Yes,Yes,Yes,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Most of the time,No,No
19070,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,10 or more days,Most of the time,Always,No,Yes
52748,No,No,No,16 years old,Female,0 times,0 times,Never,2,0 days,Always,Always,No,No
38728,No,No,No,14 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Never,No,No
10834,No,Yes,No,16 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Never,No,No
13951,No,No,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,6 to 9 days,Most of the time,Rarely,No,Yes
7155,No,No,No,16 years old,Male,0 times,0 times,Never,0,1 or 2 days,Sometimes,Never,No,Yes
42722,No,No,No,13 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Rarely,No,No
22969,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Most of the time,No,No
33106,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Most of the time,No,No
24074,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Rarely,Most of the time,No,No
2623,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Never,No,No
36651,No,No,No,13 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No
45100,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Rarely,Always,No,No
4725,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No
51250,No,No,No,16 years old,Male,0 times,0 times,Never,2,0 days,Sometimes,Always,No,No
3021,No,Yes,No,16 years old,Female,0 times,1 time,Always,0,0 days,Sometimes,Sometimes,Yes,No
21816,Yes,No,Yes,14 years old,Female,0 times,1 time,Rarely,2,0 days,Sometimes,Always,No,No
41690,Yes,No,Yes,16 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Sometimes,No,No
5617,No,No,No,13 years old,Female,0 times,2 or 3 times,Never,3 or more,1 or 2 days,Rarely,Never,No,Yes
56627,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Never,Most of the time,No,No
15917,No,Yes,No,15 years old,Male,2 or 3 times,0 times,Sometimes,3 or more,3 to 5 days,Most of the time,Rarely,No,Yes
40444,No,No,Yes,16 years old,Male,0 times,1 time,Always,2,0 days,Rarely,Never,Yes,No
17147,No,Yes,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Never,No,No
4630,No,No,No,16 years old,Male,0 times,0 times,Most of the time,0,0 days,Rarely,Never,Yes,No
6112,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,1 or 2 days,Rarely,Never,No,Yes
6780,No,No,No,13 years old,Female,0 times,0 times,Sometimes,2,0 days,Always,Rarely,No,No
5300,Yes,No,No,14 years old,Female,1 time,0 times,Most of the time,3 or more,0 days,Most of the time,Most of the time,Yes,No
17326,Yes,Yes,Yes,17 years old,Male,0 times,1 time,Never,3 or more,3 to 5 days,Rarely,Sometimes,No,Yes
57040,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Never,No,No
37771,No,No,No,15 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Rarely,Rarely,No,No
22663,No,No,Yes,17 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Sometimes,No,No
42465,No,Yes,No,16 years old,Male,0 times,1 time,Rarely,2,0 days,Rarely,Rarely,No,No
53431,No,No,Yes,14 years old,Male,2 or 3 times,0 times,Rarely,3 or more,10 or more days,Sometimes,Sometimes,No,Yes
29970,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No
27476,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No
52783,No,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No
21363,No,No,No,15 years old,Male,0 times,2 or 3 times,Rarely,2,1 or 2 days,Sometimes,Never,No,Yes
12592,Yes,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Most of the time,No,No
48144,No,Yes,No,14 years old,Female,6 or 7 times,0 times,Always,3 or more,0 days,Rarely,Never,Yes,No
30678,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Most of the time,No,No
10594,No,No,No,16 years old,Female,0 times,0 times,Sometimes,2,0 days,Most of the time,Always,No,No
15267,No,No,No,13 years old,Male,1 time,0 times,Never,3 or more,0 days,Always,Most of the time,No,No
46183,No,No,Yes,13 years old,Male,0 times,0 times,Rarely,2,0 days,Most of the time,Always,No,No
46512,No,No,Yes,16 years old,Female,0 times,0 times,Sometimes,1,0 days,Most of the time,Sometimes,No,No
7282,No,No,Yes,14 years old,Male,0 times,1 time,Never,0,1 or 2 days,Sometimes,Always,No,Yes
9462,No,Yes,Yes,15 years old,Male,12 or more times,12 or more times,Never,3 or more,1 or 2 days,Most of the time,Sometimes,No,Yes
44084,Yes,Yes,Yes,15 years old,Female,1 time,2 or 3 times,Sometimes,3 or more,1 or 2 days,Most of the time,Sometimes,No,Yes
11461,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No
14508,No,No,No,16 years old,Male,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Rarely,No,No
28362,No,No,No,16 years old,Male,0 times,0 times,Never,2,0 days,Most of the time,Always,No,No
51699,No,No,No,15 years old,Male,0 times,2 or 3 times,Never,3 or more,0 days,Always,Always,No,No
32750,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Always,No,No
57062,No,No,Yes,16 years old,Female,0 times,0 times,Sometimes,3 or more,1 or 2 days,Rarely,Always,No,Yes
